DOI cattype cat T   log_conv    sel author  rxntype oxidant catalysis   single-site tag category
10.1006/jcat.1995.1208  PO4 Fe  648 -3.46   67.16   Wang    gas O2/H2   heterogeneous   yes None    Phosphate
10.1006/jcat.1995.1208  PO4 Fe  690 -2.69   34.85   Wang    gas O2/H2   heterogeneous   yes None    Phosphate
10.1006/jcat.1995.1208  PO4 Fe  710 -2.27   25.54   Wang    gas O2/H2   heterogeneous   yes None    Phosphate
10.1006/jcat.1995.1208  PO4 Fe  717 -2.06   20.86   Wang    gas O2/H2   heterogeneous   yes None    Phosphate
10.1006/jcat.1995.1208  PO4 Fe  723 -1.96   18.60   Wang    gas O2/H2   heterogeneous   yes None    Phosphate
10.1006/jcat.1995.1208  PO4 Fe  666 -3.12   49.53   Wang    gas O2/H2   heterogeneous   yes None    Phosphate
10.1039/Ft9959103953    PO4 Fe  625 -2.99   80.01   Wang    gas N2O heterogeneous   no  None    Phosphate
10.1039/Ft9959103953    PO4 Fe  650 -2.66   64.50   Wang    gas N2O heterogeneous   no  None    Phosphate
10.1039/Ft9959103953    PO4 Fe  674 -2.12   40.03   Wang    gas N2O heterogeneous   no  None    Phosphate
10.1039/Ft9959103953    PO4 Fe  699 -1.67   25.00   Wang    gas N2O heterogeneous   no  None    Phosphate
10.1039/Ft9959103953    PO4 Fe  723 -1.17   16.82   Wang    gas N2O heterogeneous   yes None    Phosphate
10.1039/Ft9959103953    PO4 Fe  648 -2.64   52.09   Wang    gas N2O heterogeneous   yes None    Phosphate
10.1039/Ft9959103953    PO4 Fe  648 -2.30   48.74   Wang    gas N2O heterogeneous   yes None    Phosphate
10.1039/Ft9959103953    PO4 Fe  648 -2.16   45.40   Wang    gas N2O heterogeneous   yes None    Phosphate
10.1039/Ft9959103953    PO4 Fe  648 -2.07   46.88   Wang    gas N2O heterogeneous   yes None    Phosphate
10.1039/Ft9959103953    PO4 Fe  648 -2.13   44.37   Wang    gas N2O heterogeneous   yes None    Phosphate
10.1039/Ft9959103953    PO4 Fe  648 -2.22   42.76   Wang    gas N2O heterogeneous   yes None    Phosphate
10.1016/S0167-2991(08)61930-8   K7PW9Fe2NiO37   Fe  683 -1.39   42.00   Lyons   gas O2  heterogeneous   yes None    Oxide
10.1016/S0167-2991(08)61930-8   SOD Fe  680 -1.34   64.00   Lyons   gas O2  heterogeneous   yes None    Sodalite
10.1016/S0167-2991(08)61930-8   SOD Fe  689 -1.24   70.00   Lyons   gas O2  heterogeneous   yes None    Sodalite
10.1016/S0167-2991(08)61930-8   SOD Fe  691 -1.27   68.00   Lyons   gas O2  heterogeneous   yes None    Sodalite
10.1016/S0167-2991(08)61930-8   SOD Fe  695 -1.27   65.00   Lyons   gas O2  heterogeneous   yes None    Sodalite
10.1016/S0167-2991(08)61930-8   SOD Fe  705 -1.26   63.00   Lyons   gas O2  heterogeneous   yes None    Sodalite
10.1016/S0167-2991(08)61930-8   SOD Fe  715 -1.21   64.00   Lyons   gas O2  heterogeneous   yes None    Sodalite
10.1016/S0167-2991(08)61930-8   SOD Fe  693 -2.70   27.00   Lyons   gas O2  heterogeneous   yes None    Sodalite
10.1016/S0167-2991(08)61930-8   hydroxysodalite Fe  703 -2.52   9.00    Lyons   gas O2  heterogeneous   yes None    Sodalite
10.1016/S0167-2991(08)61930-8   hydroxysodalite Fe  718 -1.29   24.00   Lyons   gas O2  heterogeneous   yes None    Sodalite
10.1016/S0167-2991(08)61930-8   hydroxysodalite Fe  704 -1.29   26.00   Lyons   gas O2  heterogeneous   yes None    Sodalite
10.1016/S0167-2991(08)61930-8   SiO2    Fe  671 -2.30   10.00   Lyons   gas O2  heterogeneous   no  None    Oxide
10.1016/S0167-2991(08)61930-8   SiO2    Fe  682 -1.92   18.00   Lyons   gas O2  heterogeneous   no  None    Oxide
10.1016/S0167-2991(08)61930-8   SiO2    Fe  693 -1.57   20.00   Lyons   gas O2  heterogeneous   no  None    Oxide
10.1016/S0167-2991(08)61930-8   SiO2    Fe  701 -1.41   23.00   Lyons   gas O2  heterogeneous   no  None    Oxide
10.1016/S0167-2991(08)61930-8   ZEOL    Fe  673 -1.62   33.00   Lyons   gas O2  heterogeneous   yes None    Zeolite
10.1016/S0167-2991(08)61930-8   ZEOL    Fe  703 -1.42   34.00   Lyons   gas O2  heterogeneous   yes None    Zeolite
10.1016/0021-9517(85)90340-9    MoO3/SiO2   Mo  753 -3.22   96.00   Khan    gas N2O heterogeneous   no  None    Oxide
10.1016/0021-9517(85)90340-9    MoO3/SiO2   Mo  763 -3.00   96.00   Khan    gas N2O heterogeneous   no  None    Oxide
10.1016/0021-9517(85)90340-9    MoO3/SiO2   Mo  773 -2.77   85.00   Khan    gas N2O heterogeneous   no  None    Oxide
10.1016/0021-9517(85)90340-9    MoO3/SiO2   Mo  783 -2.66   72.00   Khan    gas N2O heterogeneous   no  None    Oxide
10.1016/0021-9517(85)90340-9    MoO3/SiO2   Mo  793 -2.59   66.00   Khan    gas N2O heterogeneous   no  None    Oxide
10.1016/0021-9517(85)90340-9    MoO3/SiO2   Mo  803 -2.51   59.00   Khan    gas N2O heterogeneous   no  None    Oxide
10.1016/0021-9517(85)90340-9    MoO3/SiO2   Mo  813 -2.33   54.00   Khan    gas N2O heterogeneous   no  None    Oxide
10.1016/0021-9517(85)90340-9    MoO3/SiO2   Mo  823 -2.15   46.00   Khan    gas N2O heterogeneous   no  None    Oxide
10.1016/0021-9517(85)90340-9    MoO3/SiO2   Mo  843 -1.92   18.00   Khan    gas N2O heterogeneous   no  None    Oxide
10.1016/0021-9517(85)90340-9    MoO3/SiO2   Mo  843 -1.54   13.80   Khan    gas N2O heterogeneous   no  None    Oxide
10.1016/0021-9517(85)90340-9    MoO3/SiO2   Mo  863 -1.59   16.00   Khan    gas N2O heterogeneous   no  None    Oxide
10.1021/ie00029a008 -   -   673 -1.86   44.07   Casey   gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00029a008 -   -   673 -1.61   32.42   Casey   gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00029a008 -   -   673 -1.33   22.20   Casey   gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00029a008 -   -   673 -1.09   15.04   Casey   gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a004 -   -   682 -2.12   54.18   Chun    gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a004 -   -   691 -1.83   51.17   Chun    gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a004 -   -   696 -1.71   50.90   Chun    gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a004 -   -   708 -1.43   47.62   Chun    gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a004 -   -   714 -1.39   38.94   Chun    gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a004 -   -   732 -1.38   34.32   Chun    gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a004 -   -   742 -1.39   33.21   Chun    gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a003 -   -   663 -1.51   47.00   Foulds  gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a003 -   -   668 -1.35   37.70   Foulds  gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a003 -   -   673 -1.19   28.10   Foulds  gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a003 -   -   673 -1.07   23.00   Foulds  gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a003 -   -   693 -1.39   27.20   Foulds  gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a003 -   -   648 -1.34   33.70   Foulds  gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a003 -   -   677 -1.24   36.30   Foulds  gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a003 -   -   675 -1.19   33.30   Foulds  gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a003 -   -   668 -1.05   23.50   Foulds  gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a003 -   -   678 -1.11   17.90   Foulds  gas O2  heterogeneous   yes Radical Gas-phase
10.1021/ie00017a003 -   -   658 -1.17   23.60   Foulds  gas O2  heterogeneous   yes Radical Gas-phase
10.1002/anie.201704704  Ceria-Zirconia  Ni  723 -0.82   43.00   Okolie  gas O2  heterogeneous   no  None    Oxide
10.1021/jacs.7b11010    Zirconia    Rh  343 -4.86   71.00   Kwon    aqueous H2O2    heterogeneous   yes None    Oxide
10.1126/science.aan6515 -   Au-Pd   323 -3.85   100.00  Hutchings   aqueous H2O2/O2 heterogeneous   yes Radical Au-Pd
10.1126/science.aan6515 -   Au-Pd   323 -3.49   97.10   Hutchings   aqueous H2O2/O2 heterogeneous   yes Radical Au-Pd
10.1126/science.aan6515 -   Au-Pd   323 -3.36   95.19   Hutchings   aqueous H2O2/O2 heterogeneous   yes Radical Au-Pd
10.1126/science.aan6515 -   Au-Pd   323 -3.24   92.34   Hutchings   aqueous H2O2/O2 heterogeneous   yes Radical Au-Pd
10.1126/science.aan6515 -   Au-Pd   323 -3.18   91.58   Hutchings   aqueous H2O2/O2 heterogeneous   yes Radical Au-Pd
10.1126/science.aan6515 -   Au-Pd   323 -3.18   81.75   Hutchings   aqueous H2O2/O2 heterogeneous   yes Radical Au-Pd
10.1126/science.aan6515 -   Au-Pd   323 -3.10   86.39   Hutchings   aqueous H2O2/O2 heterogeneous   yes Radical Au-Pd
10.1126/science.aan6515 -   Au-Pd   323 -3.05   84.38   Hutchings   aqueous H2O2/O2 heterogeneous   yes Radical Au-Pd
10.1126/science.aan6515 -   Au-Pd   323 -3.00   79.86   Hutchings   aqueous H2O2/O2 heterogeneous   yes Radical Au-Pd
10.1126/science.aan6515 -   Au-Pd   323 -2.93   77.56   Hutchings   aqueous H2O2/O2 heterogeneous   yes Radical Au-Pd
10.1016/0141-0229(90)90162-J    MMO Fe  303 -0.47   0.00    Mountfort   aqueous O2  homogeneous yes MMO MMO
10.1016/0141-0229(90)90162-J    MMO Fe  303 -1.06   36.36   Mountfort   aqueous O2  homogeneous yes MMO MMO
10.1016/0141-0229(90)90162-J    MMO Fe  303 -1.08   61.37   Mountfort   aqueous O2  homogeneous yes MMO MMO
10.1016/0141-0229(90)90162-J    MMO Fe  303 -1.04   15.38   Mountfort   aqueous O2  homogeneous yes MMO MMO
10.1016/0141-0229(90)90162-J    MMO Fe  303 -0.47   0.00    Mountfort   aqueous O2  homogeneous yes MMO MMO
10.1038/nature24640 ZSM-5   Rh  423 -2.40   71.43   Shan    aqueous O2/CO   heterogeneous   yes None    ZSM-5
10.1038/nature24640 ZSM-5   Rh  423 -2.30   71.09   Shan    aqueous O2/CO   heterogeneous   yes None    ZSM-5
10.1038/nature24640 ZSM-5   Rh  423 -1.85   73.06   Shan    aqueous O2/CO   heterogeneous   yes None    ZSM-5
10.1038/nature24640 ZSM-5   Rh  423 -1.40   63.69   Shan    aqueous O2/CO   heterogeneous   yes None    ZSM-5
